name,iso_code,latitude,longitude
"Levkas",GR-26,38.910519,21.998131
"Magnisia",GR-24,39.298579,23.134485
"Messinia",GR-40,NULL,NULL
"Pella",GR-07,40.89761,22.189165
"Pieria",GR-16,NULL,NULL
"Preveza",GR-19,39.153955,20.69682
"Rethimni",GR-44,NULL,NULL
"Rodhopi",GR-02,NULL,NULL
"Samos",GR-48,37.661529,26.502899
"Serrai",GR-05,41.093391,23.56204
"Thesprotia",GR-18,NULL,NULL
"Thessaloniki",GR-13,NULL,NULL
"Trikala",GR-22,39.63895,21.708649
"Voiotia",GR-33,38.375765,23.079725
"Xanthi",GR-03,41.1484,24.850591
"Zakinthos",GR-28,37.782879,20.897779
"Alta Verapaz",GT-01,15.596932,-90.114359
"Baja Verapaz",GT-02,NULL,NULL
"Chimaltenango",GT-03,NULL,NULL
"Chiquimula",GT-04,NULL,NULL
"El Progreso",GT-05,NULL,NULL
"Escuintla",GT-06,14.191499,-91.059039
"Guatemala",GT-07,NULL,NULL
"Huehuetenango",GT-08,NULL,NULL
"Izabal",GT-09,NULL,NULL
"Jalapa",GT-10,NULL,NULL
"Jutiapa",GT-11,14.149869,-89.89818
"Peten",GT-12,NULL,NULL
"Quetzaltenango",GT-13,NULL,NULL
"Quiche",GT-14,NULL,NULL
"Retalhuleu",GT-15,14.453467,-91.841876
"Sacatepequez",GT-16,NULL,NULL
"San Marcos",GT-17,NULL,NULL
"Santa Rosa",GT-18,NULL,NULL
"Solola",GT-19,14.709968,-91.289426
"Suchitepequez",GT-20,14.376171,-91.440007
"Totonicapan",GT-21,15.038409,-91.365361
"Zacapa",GT-22,NULL,NULL
"Bafata",GW-01,12.166445,-14.684685
"Biombo",GW-12,11.88055,-15.79065
"Bissau",GW-11,NULL,NULL
"Bolama",GW-05,11.588865,-15.468925
"Cacheu",GW-06,12.26849,-16.165205
"Gabu",GW-10,12.12055,-14.0982
"Oio",GW-04,12.28655,-15.2986
"Quinara",GW-02,11.5737,-15.3887
"Tombali",GW-07,11.300838,-15.409939
"Barima-Waini",GY-10,7.769285,-59.748726
"Cuyuni-Mazaruni",GY-11,6.196833,-59.979461
"Demerara-Mahaica",GY-12,NULL,NULL
"East Berbice-Corentyne",GY-13,3.888603,-57.499504
"Essequibo Islands-West Demerara",GY-14,6.614159,-58.500341
"Mahaica-Berbice",GY-15,6.278418,-57.828646
"Pomeroon-Supenaam",GY-16,NULL,NULL
"Potaro-Siparuni",GY-17,4.861596,-59.218071
"Upper Demerara-Berbice",GY-18,NULL,NULL
"Upper Takutu-Upper Essequibo",GY-19,NULL,NULL
"Atlantida",HN-01,NULL,NULL
"Choluteca",HN-02,NULL,NULL
"Colon",HN-03,15.548755,-85.728193
"Comayagua",HN-04,14.551193,-87.648525
"Copan",HN-05,NULL,NULL
"Cortes",HN-06,NULL,NULL
"El Paraiso",HN-07,13.961111,-86.397265
"Francisco Morazan",HN-08,NULL,NULL
"Gracias a Dios",HN-09,15.297685,-84.074761
"Intibuca",HN-10,14.254961,-88.179536
"Islas de la Bahia",HN-11,NULL,NULL
"La Paz",HN-12,14.127596,-87.913945
"Lempira",HN-13,14.454659,-88.648798
"Ocotepeque",HN-14,14.475017,-89.035606
"Olancho",HN-15,14.820052,-85.995711
"Santa Barbara",HN-16,NULL,NULL
"Valle",HN-17,13.549931,-87.580012
"Yoro",HN-18,NULL,NULL
"Bjelovarsko-Bilogorska",HR-01,NULL,NULL
"Brodsko-Posavska",HR-02,NULL,NULL
"Dubrovacko-Neretvanska",HR-03,NULL,NULL
"Grad Zagreb",HR-21,NULL,NULL
"Istarska",HR-04,NULL,NULL
"Karlovacka",HR-05,NULL,NULL
"Koprivnicko-Krizevacka",HR-06,NULL,NULL
"Krapinsko-Zagorska",HR-07,NULL,NULL
"Licko-Senjska",HR-08,NULL,NULL
"Medimurska",HR-09,NULL,NULL
"Osjecko-Baranjska",HR-10,NULL,NULL
"Pozesko-Slavonska",HR-11,NULL,NULL
"Primorsko-Goranska",HR-12,NULL,NULL
"Sibensko-Kninska",HR-13,NULL,NULL
"Sisacko-Moslavacka",HR-14,NULL,NULL
"Splitsko-Dalmatinska",HR-15,NULL,NULL
"Varazdinska",HR-16,NULL,NULL
"Viroviticko-Podravska",HR-17,NULL,NULL
"Vukovarsko-Srijemska",HR-18,NULL,NULL
"Zadarska",HR-19,NULL,NULL
"Zagrebacka",HR-20,NULL,NULL
"Artibonite",HT-06,19.338183,-72.631967
"Centre",HT-07,19.008885,-72.025
"Grand' Anse",HT-08,18.512105,-73.769989
"Nord",HT-09,19.5753,-72.333333
"Nord-Est",HT-10,19.508756,-71.895558
"Nord-Ouest",HT-03,19.852331,-73.046462
"Ouest",HT-11,NULL,NULL
"Sud",HT-12,18.227232,-73.696853
"Sud-Est",HT-13,18.258334,-72.436863
"Bacs-Kiskun",HU-01,NULL,NULL
"Baranya",HU-02,NULL,NULL
"Bekes",HU-03,NULL,NULL
"Bekescsaba",HU-26,46.684216,21.086753
"Borsod-Abauj-Zemplen",HU-04,NULL,NULL
"Budapest",HU-05,NULL,NULL
"Csongrad",HU-06,NULL,NULL
"Debrecen",HU-07,NULL,NULL
"Dunaujvaros",HU-27,46.980668,18.912706
"Eger",HU-28,47.903198,20.373107
"Fejer",HU-08,NULL,NULL
"Gyor",HU-25,NULL,NULL
"Gyor-Moson-Sopron",HU-09,NULL,NULL
"Hajdu-Bihar",HU-10,NULL,NULL
"Heves",HU-11,NULL,NULL
"Hodmezovasarhely",HU-29,46.430411,20.318829
"Jasz-Nagykun-Szolnok",HU-20,NULL,NULL
"Kaposvar",HU-30,46.36653,17.782483
"Kecskemet",HU-31,46.9062,19.689988
"Komarom-Esztergom",HU-12,NULL,NULL
"Miskolc",HU-13,NULL,NULL
"Nagykanizsa",HU-32,46.455237,16.995341
"Nograd",HU-14,NULL,NULL
"Nyiregyhaza",HU-33,47.953161,21.726792
"Pecs",HU-15,NULL,NULL
"Pest",HU-16,NULL,NULL
"Somogy",HU-17,NULL,NULL
"Sopron",HU-34,47.684898,16.583053
"Szabolcs-Szatmar-Bereg",HU-18,NULL,NULL
"Szeged",HU-19,NULL,NULL
"Szekesfehervar",HU-35,47.188715,18.413808
"Szolnok",HU-36,47.174662,20.17628
"Szombathely",HU-37,47.23514,16.621917
"Tatabanya",HU-38,47.586186,18.394766
"Tolna",HU-21,NULL,NULL
"Vas",HU-22,NULL,NULL
"Veszprem",HU-23,NULL,NULL
"Zala",HU-24,NULL,NULL
"Zalaegerszeg",HU-40,46.845389,16.847235
"Aceh",ID-01,NULL,NULL
"Bali",ID-02,NULL,NULL
"Banten",ID-33,-6.412115,105.961223
"Bengkulu",ID-03,NULL,NULL
"Gorontalo",ID-34,0.699133,122.161024
"Jakarta Raya",ID-04,NULL,NULL
"Jambi",ID-05,NULL,NULL
"Jawa Barat",ID-30,NULL,NULL
"Jawa Tengah",ID-07,NULL,NULL
"Jawa Timur",ID-08,NULL,NULL
"Kalimantan Barat",ID-11,NULL,NULL
"Kalimantan Selatan",ID-12,NULL,NULL
"Kalimantan Tengah",ID-13,NULL,NULL
"Kalimantan Timur",ID-14,NULL,NULL
"Kepulauan Bangka Belitung",ID-35,-2.402084,106.923316
"Lampung",ID-15,NULL,NULL
"Maluku",ID-28,-3.636802,130.307541
"Maluku Utara",ID-29,0.079817,126.894764
"Nusa Tenggara Barat",ID-17,NULL,NULL
"Nusa Tenggara Timur",ID-18,NULL,NULL
"Papua",ID-09,NULL,NULL
"Riau",ID-19,NULL,NULL
"Sulawesi Selatan",ID-20,NULL,NULL
"Sulawesi Tengah",ID-21,NULL,NULL
"Sulawesi Tenggara",ID-22,NULL,NULL
"Sulawesi Utara",ID-31,NULL,NULL
"Sumatera Barat",ID-24,NULL,NULL
"Sumatera Selatan",ID-32,-3.22161,106.214485
"Sumatera Utara",ID-26,NULL,NULL
"Yogyakarta",ID-10,NULL,NULL
"Carlow",IE-01,NULL,NULL
"Cavan",IE-02,NULL,NULL
"Clare",IE-03,NULL,NULL
"Cork",IE-04,NULL,NULL
"Donegal",IE-06,NULL,NULL
"Dublin",IE-07,NULL,NULL
"Galway",IE-10,NULL,NULL
"Kerry",IE-11,NULL,NULL
"Kildare",IE-12,NULL,NULL
"Kilkenny",IE-13,NULL,NULL
"Laois",IE-15,NULL,NULL
"Leitrim",IE-14,NULL,NULL
"Limerick",IE-16,NULL,NULL
"Longford",IE-18,NULL,NULL
"Louth",IE-19,NULL,NULL
"Mayo",IE-20,NULL,NULL
"Meath",IE-21,NULL,NULL
"Monaghan",IE-22,NULL,NULL
"Offaly",IE-23,NULL,NULL
"Roscommon",IE-24,NULL,NULL
"Sligo",IE-25,NULL,NULL
"Tipperary",IE-26,NULL,NULL
"Waterford",IE-27,NULL,NULL
"Westmeath",IE-29,NULL,NULL
"Wexford",IE-30,NULL,NULL
"Wicklow",IE-31,NULL,NULL
"HaDarom",IL-01,NULL,NULL
"HaMerkaz",IL-02,NULL,NULL
"HaZafon",IL-03,NULL,NULL
"Hefa",IL-04,NULL,NULL
"Tel Aviv",IL-05,NULL,NULL
"Yerushalayim",IL-06,NULL,NULL
"Andaman and Nicobar Islands",IN-01,NULL,NULL
"Andhra Pradesh",IN-02,NULL,NULL
"Arunachal Pradesh",IN-30,NULL,NULL
"Assam",IN-03,NULL,NULL
"Bihar",IN-34,NULL,NULL
"Chandigarh",IN-05,NULL,NULL
"Chhattisgarh",IN-37,NULL,NULL
"Dadra and Nagar Haveli",IN-06,NULL,NULL
"Daman and Diu",IN-32,NULL,NULL
"Delhi",IN-07,NULL,NULL
"Goa",IN-33,NULL,NULL
"Gujarat",IN-09,NULL,NULL
"Haryana",IN-10,NULL,NULL
"Himachal Pradesh",IN-11,NULL,NULL
"Jammu and Kashmir",IN-12,NULL,NULL
"Jharkhand",IN-38,NULL,NULL
"Karnataka",IN-19,NULL,NULL
"Kerala",IN-13,NULL,NULL
"Lakshadweep",IN-14,10.332617,72.74059
"Madhya Pradesh",IN-35,NULL,NULL
"Maharashtra",IN-16,NULL,NULL
"Manipur",IN-17,NULL,NULL
"Meghalaya",IN-18,NULL,NULL
"Mizoram",IN-31,NULL,NULL
"Nagaland",IN-20,NULL,NULL
"Orissa",IN-21,NULL,NULL
"Pondicherry",IN-22,NULL,NULL
"Punjab",IN-23,NULL,NULL
"Rajasthan",IN-24,NULL,NULL
"Sikkim",IN-29,NULL,NULL
"Tamil Nadu",IN-25,NULL,NULL
"Tripura",IN-26,NULL,NULL
"Uttar Pradesh",IN-36,NULL,NULL
"Uttaranchal",IN-39,NULL,NULL
"West Bengal",IN-28,NULL,NULL
"Al Anbar",IQ-01,NULL,NULL
"Al Basrah",IQ-02,NULL,NULL
"Al Muthanna",IQ-03,NULL,NULL
"Al Qadisiyah",IQ-04,31.837274,45.101553
"An Najaf",IQ-17,NULL,NULL
"Arbil",IQ-11,NULL,NULL
"As Sulaymaniyah",IQ-05,NULL,NULL
"At Ta'mim",IQ-13,NULL,NULL
"Babil",IQ-06,32.656051,44.531958
"Baghdad",IQ-07,NULL,NULL
"Dahuk",IQ-08,NULL,NULL
"Dhi Qar",IQ-09,NULL,NULL
"Diyala",IQ-10,NULL,NULL
"Karbala'",IQ-12,NULL,NULL
"Maysan",IQ-14,31.99154,47.083365
"Ninawa",IQ-15,NULL,NULL
"Salah ad Din",IQ-18,34.544936,43.702881
"Wasit",IQ-16,32.694176,45.558189
"Ardabil",IR-32,NULL,NULL
"Azarbayjan-e Bakhtari",IR-01,NULL,NULL
"Azarbayjan-e Khavari",IR-02,NULL,NULL
"Bakhtaran",IR-13,NULL,NULL
"Bushehr",IR-22,NULL,NULL
"Chahar Mahall va Bakhtiari",IR-03,NULL,NULL
"Esfahan",IR-28,NULL,NULL
"Fars",IR-07,NULL,NULL
"Gilan",IR-08,NULL,NULL
"Golestan",IR-37,NULL,NULL
"Hamadan",IR-09,NULL,NULL
"Hormozgan",IR-11,NULL,NULL
"Ilam",IR-10,NULL,NULL
"Kerman",IR-29,NULL,NULL
"Khorasan",IR-30,NULL,NULL
"Khuzestan",IR-15,NULL,NULL
"Kohkiluyeh va Buyer Ahmadi",IR-05,NULL,NULL
"Kordestan",IR-16,NULL,NULL
"Lorestan",IR-23,NULL,NULL
"Markazi",IR-34,NULL,NULL
"Mazandaran",IR-35,NULL,NULL
"Qazvin",IR-38,NULL,NULL
"Qom",IR-39,NULL,NULL
"Semnan",IR-25,NULL,NULL
"Sistan va Baluchestan",IR-04,NULL,NULL
"Tehran",IR-26,NULL,NULL
"Yazd",IR-31,NULL,NULL
"Zanjan",IR-36,NULL,NULL
"Akranes",IS-01,64.322357,-22.07443
"Akureyri",IS-02,65.683868,-18.11046
"Arnessysla",IS-03,NULL,NULL
"Austur-Bardastrandarsysla",IS-04,NULL,NULL
"Austur-Hunavatnssysla",IS-05,NULL,NULL
"Austur-Skaftafellssysla",IS-06,NULL,NULL
"Borgarfjardarsysla",IS-07,NULL,NULL
"Dalasysla",IS-08,NULL,NULL
"Eyjafjardarsysla",IS-09,NULL,NULL
"Gullbringusysla",IS-10,NULL,NULL
"Hafnarfjordur",IS-11,NULL,NULL
"Husavik",IS-12,66.04763,-17.343599
"Isafjordur",IS-13,66.070558,-23.12886
"Keflavik",IS-14,64.006538,-22.5721
"Kjosarsysla",IS-15,NULL,NULL
"Kopavogur",IS-16,64.11103,-21.905692
"Myrasysla",IS-17,NULL,NULL
"Neskaupstadur",IS-18,NULL,NULL
"Nordur-Isafjardarsysla",IS-19,NULL,NULL
"Nordur-Mulasysla",IS-20,NULL,NULL
"Nordur-Tingeyjarsysla",IS-21,NULL,NULL
"Olafsfjordur",IS-22,66.06517,-18.657633
"Rangarvallasysla",IS-23,NULL,NULL
"Reykjavik",IS-24,64.135338,-21.89521
"Saudarkrokur",IS-25,NULL,NULL
"Seydisfjordur",IS-26,65.266667,-14
"Siglufjordur",IS-27,NULL,NULL
"Skagafjardarsysla",IS-28,NULL,NULL
"Snafellsnes- og Hnappadalssysla",IS-29,NULL,NULL
"Strandasysla",IS-30,NULL,NULL
"Sudur-Mulasysla",IS-31,NULL,NULL
"Sudur-Tingeyjarsysla",IS-32,NULL,NULL
"Vestmannaeyjar",IS-33,63.437679,-20.267321
"Vestur-Bardastrandarsysla",IS-34,NULL,NULL
"Vestur-Hunavatnssysla",IS-35,NULL,NULL
"Vestur-Isafjardarsysla",IS-36,NULL,NULL
"Vestur-Skaftafellssysla",IS-37,NULL,NULL
"Abruzzi",IT-01,NULL,NULL
"Basilicata",IT-02,NULL,NULL
"Calabria",IT-03,NULL,NULL
"Campania",IT-04,NULL,NULL
"Emilia-Romagna",IT-05,NULL,NULL
"Friuli-Venezia Giulia",IT-06,NULL,NULL
"Lazio",IT-07,NULL,NULL
"Liguria",IT-08,NULL,NULL
"Lombardia",IT-09,NULL,NULL
"Marche",IT-10,NULL,NULL
"Molise",IT-11,NULL,NULL
"Piemonte",IT-12,NULL,NULL
"Puglia",IT-13,NULL,NULL
"Sardegna",IT-14,NULL,NULL
"Sicilia",IT-15,NULL,NULL
"Toscana",IT-16,NULL,NULL
"Trentino-Alto Adige",IT-17,NULL,NULL
"Umbria",IT-18,NULL,NULL
"Valle d'Aosta",IT-19,NULL,NULL
"Veneto",IT-20,NULL,NULL
"Clarendon",JM-01,NULL,NULL
"Hanover",JM-02,NULL,NULL
"Kingston",JM-17,17.992731,-76.792009
"Manchester",JM-04,NULL,NULL
"Portland",JM-07,18.124961,-76.508211
"Saint Andrew",JM-08,NULL,NULL
"Saint Ann",JM-09,NULL,NULL
"Saint Catherine",JM-10,NULL,NULL
"Saint Elizabeth",JM-11,NULL,NULL
"Saint James",JM-12,NULL,NULL
"Saint Mary",JM-13,NULL,NULL
"Saint Thomas",JM-14,17.967124,-76.422687
"Trelawny",JM-15,NULL,NULL
"Westmoreland",JM-16,NULL,NULL
"Al Balqa'",JO-02,NULL,NULL
"Al Karak",JO-09,NULL,NULL
"Al Mafraq",JO-10,NULL,NULL
"Amman",JO-16,31.949685,35.92635
"At Tafilah",JO-12,NULL,NULL
"Az Zarqa",JO-13,32.041149,36.08147
"Irbid",JO-14,NULL,NULL
"Ma",JO-07,NULL,NULL
"Aichi",JP-01,NULL,NULL
"Akita",JP-02,NULL,NULL
"Aomori",JP-03,NULL,NULL
"Chiba",JP-04,NULL,NULL
"Ehime",JP-05,NULL,NULL
"Fukui",JP-06,NULL,NULL
"Fukuoka",JP-07,NULL,NULL
"Fukushima",JP-08,NULL,NULL
"Gifu",JP-09,NULL,NULL
"Gumma",JP-10,NULL,NULL
"Hiroshima",JP-11,NULL,NULL
"Hokkaido",JP-12,NULL,NULL
"Hyogo",JP-13,NULL,NULL
"Ibaraki",JP-14,NULL,NULL
"Ishikawa",JP-15,NULL,NULL
"Iwate",JP-16,NULL,NULL
"Kagawa",JP-17,NULL,NULL
"Kagoshima",JP-18,NULL,NULL
"Kanagawa",JP-19,NULL,NULL
"Kochi",JP-20,NULL,NULL
"Kumamoto",JP-21,NULL,NULL
"Kyoto",JP-22,NULL,NULL
"Mie",JP-23,NULL,NULL
"Miyagi",JP-24,NULL,NULL
"Miyazaki",JP-25,NULL,NULL
"Nagano",JP-26,NULL,NULL
"Nagasaki",JP-27,NULL,NULL
"Nara",JP-28,NULL,NULL
"Niigata",JP-29,NULL,NULL
"Oita",JP-30,NULL,NULL
"Okayama",JP-31,NULL,NULL
"Okinawa",JP-47,NULL,NULL
"Osaka",JP-32,NULL,NULL
"Saga",JP-33,NULL,NULL
"Saitama",JP-34,NULL,NULL
"Shiga",JP-35,NULL,NULL
"Shimane",JP-36,NULL,NULL
"Shizuoka",JP-37,NULL,NULL
"Tochigi",JP-38,NULL,NULL
"Tokushima",JP-39,NULL,NULL
"Tokyo",JP-40,NULL,NULL
"Tottori",JP-41,NULL,NULL
"Toyama",JP-42,NULL,NULL
"Wakayama",JP-43,NULL,NULL
"Yamagata",JP-44,NULL,NULL
"Yamaguchi",JP-45,NULL,NULL
"Yamanashi",JP-46,NULL,NULL
"Central",KE-01,NULL,NULL
"Coast",KE-02,NULL,NULL
"Eastern",KE-03,NULL,NULL
"Nairobi Area",KE-05,NULL,NULL
"North-Eastern",KE-06,1.123543,40.293748
"Nyanza",KE-07,NULL,NULL
"Rift Valley",KE-08,NULL,NULL
"Western",KE-09,NULL,NULL
"Batken",KG-09,NULL,NULL
"Bishkek",KG-01,NULL,NULL
"Chuy",KG-02,NULL,NULL
"Jalal-Abad",KG-03,NULL,NULL
"Naryn",KG-04,NULL,NULL
"Osh",KG-08,39.977753,73.09539
"Talas",KG-06,NULL,NULL
"Ysyk-Kol",KG-07,NULL,NULL
"Batdambang",KH-29,13.1122,103.2126
"Kampong Cham",KH-02,12.061499,105.642132
"Kampong Chhnang",KH-03,12.174812,104.544854
"Kampong Spoe",KH-04,11.4582,104.5088
"Kampong Thum",KH-05,12.7206,104.8882
"Kampot",KH-06,10.785451,104.32603
"Kandal",KH-07,11.39354,104.978661
"Kaoh Kong",KH-08,11.42569,103.018997
"Kracheh",KH-09,12.4924,106.0252
"Mondol Kiri",KH-10,12.741562,106.979027
"Pailin",KH-30,12.85,102.583333
"Phnum Penh",KH-11,NULL,NULL
"Pouthisat",KH-12,12.5279,103.925
"Preah Vihear",KH-13,13.766696,105.120397
"Prey Veng",KH-14,11.357923,105.470314
"Rotanokiri",KH-15,NULL,NULL
"Siemreab-Otdar Meanchey",KH-16,NULL,NULL
"Stoeng Treng",KH-17,13.5181,105.9695
"Svay Rieng",KH-18,11.188251,105.895714
"Takev",KH-19,NULL,NULL
"Gilbert Islands",KI-01,0.359344,173.186325
"Line Islands",KI-02,-3.356279,-155.317575
"Phoenix Islands",KI-03,-3.730257,-172.62754
"Anjouan",KM-01,-12.223382,44.37088
"Grande Comore",KM-02,NULL,NULL
"Moheli",KM-03,-12.315185,43.741028
"Christ Church Nichola Town",KN-01,NULL,NULL
"Saint Anne Sandy Point",KN-02,NULL,NULL
"Saint George Basseterre",KN-03,NULL,NULL
"Saint George Gingerland",KN-04,NULL,NULL
"Saint James Windward",KN-05,NULL,NULL
"Saint John Capisterre",KN-06,NULL,NULL
"Saint John Figtree",KN-07,NULL,NULL
"Saint Mary Cayon",KN-08,NULL,NULL
"Saint Paul Capisterre",KN-09,NULL,NULL
"Saint Paul Charlestown",KN-10,NULL,NULL
"Saint Peter Basseterre",KN-11,NULL,NULL
"Saint Thomas Lowland",KN-12,NULL,NULL
"Saint Thomas Middle Island",KN-13,NULL,NULL
"Trinity Palmetto Point",KN-15,NULL,NULL
"Chagang-do",KP-01,NULL,NULL
"Hamgyong-bukto",KP-17,NULL,NULL
"Hamgyong-namdo",KP-03,NULL,NULL
"Hwanghae-bukto",KP-07,NULL,NULL
"Hwanghae-namdo",KP-06,NULL,NULL
"Kaesong-si",KP-08,NULL,NULL
"Kangwon-do",KP-09,NULL,NULL
"Najin Sonbong-si",KP-18,NULL,NULL
"Namp'o-si",KP-14,NULL,NULL
"P'yongan-bukto",KP-11,NULL,NULL
"P'yongan-namdo",KP-15,NULL,NULL
"P'yongyang-si",KP-12,NULL,NULL
"Yanggang-do",KP-13,NULL,NULL
"Ch'ungch'ong-bukto",KR-05,NULL,NULL
"Ch'ungch'ong-namdo",KR-17,NULL,NULL
"Cheju-do",KR-01,NULL,NULL
"Cholla-bukto",KR-03,NULL,NULL
"Cholla-namdo",KR-16,NULL,NULL
"Inch'on-jikhalsi",KR-12,NULL,NULL
"Kangwon-do",KR-06,NULL,NULL
"Kwangju-jikhalsi",KR-18,NULL,NULL
"Kyonggi-do",KR-13,NULL,NULL
"Kyongsang-bukto",KR-14,NULL,NULL
"Kyongsang-namdo",KR-20,NULL,NULL
"Pusan-jikhalsi",KR-10,NULL,NULL
"Seoul-t'ukpyolsi",KR-11,NULL,NULL
"Taegu-jikhalsi",KR-15,NULL,NULL
"Taejon-jikhalsi",KR-19,NULL,NULL
"Ulsan-gwangyoksi",KR-21,NULL,NULL
"Al Ahmadi",KW-01,28.887016,48.005989